"Header Size"           ,15              
"Model Name"            ,"DLM3000       "
"Comment"               ,"                                                                                                                                "
"BlockNumber"           ,1               ,1               
"TraceName"             ,"CH1           ","CH2           "
"BlockSize"             ,25000           ,25000           
"VUnit"                 ,"V             ","V             "
"SampleRate"            ,2500000.0       ,2500000.0       
"HResolution"           ,4.000000E-07    ,4.000000E-07    
"HOffset"               ,6.582000E+00    ,6.582000E+00    
"HUnit"                 ,"s             ","s             "
"DisplayBlockSize"      ,25000           ,25000           
"DisplayPointNo."       ,1               ,1                
"Date"                  ,"2021/07/02","2021/07/02"
"Time"                  ,"11:27:28.000000000    ","11:27:28.000000000    "

,      0.1331E+00,      0.1869E+00,
,      0.1375E+00,      0.1912E+00,
,      0.1412E+00,      0.1944E+00,
,      0.1437E+00,      0.1969E+00,
,      0.1462E+00,      0.1991E+00,
,      0.1491E+00,      0.2016E+00,
,      0.1500E+00,      0.2034E+00,
,      0.1519E+00,      0.2053E+00,
,      0.1525E+00,      0.2066E+00,
,      0.1544E+00,      0.2081E+00,
,      0.1553E+00,      0.2094E+00,
,      0.1563E+00,      0.2100E+00,
,      0.1575E+00,      0.2109E+00,
,      0.1591E+00,      0.2116E+00,
,      0.1609E+00,      0.2119E+00,
,      0.1612E+00,      0.2119E+00,
,      0.1606E+00,      0.2131E+00,
,      0.1603E+00,      0.2134E+00,
,      0.1603E+00,      0.2125E+00,
,      0.1609E+00,      0.2125E+00,
,      0.1616E+00,      0.2138E+00,
,      0.1634E+00,      0.2131E+00,
,      0.1641E+00,      0.2141E+00,
,      0.1634E+00,      0.2134E+00,
,      0.1634E+00,      0.2134E+00,
,      0.1644E+00,      0.2134E+00,
,      0.1644E+00,      0.2144E+00,
,      0.1647E+00,      0.2147E+00,
,      0.1647E+00,      0.2144E+00,
,      0.1647E+00,      0.2147E+00,
,      0.1659E+00,      0.2163E+00,
,      0.1663E+00,      0.2166E+00,
,      0.1663E+00,      0.2166E+00,
,      0.1666E+00,      0.2159E+00,
,      0.1659E+00,      0.2166E+00,
,      0.1666E+00,      0.2159E+00,
,      0.1659E+00,      0.2159E+00,
,      0.1659E+00,      0.2163E+00,
,      0.1659E+00,      0.2166E+00,
,      0.1666E+00,      0.2159E+00,
,      0.1663E+00,      0.2169E+00,
,      0.1653E+00,      0.2159E+00,
,      0.1659E+00,      0.2159E+00,
,      0.1650E+00,      0.2166E+00,
,      0.1656E+00,      0.2166E+00,
,      0.1656E+00,      0.2163E+00,
,      0.1656E+00,      0.2163E+00,
,      0.1647E+00,      0.2163E+00,
,      0.1644E+00,      0.2166E+00,
,      0.1641E+00,      0.2159E+00,
,      0.1647E+00,      0.2166E+00,
,      0.1647E+00,      0.2159E+00,
,      0.1653E+00,      0.2163E+00,
,      0.1641E+00,      0.2156E+00,
,      0.1641E+00,      0.2159E+00,
,      0.1647E+00,      0.2166E+00,
,      0.1647E+00,      0.2163E+00,
,      0.1647E+00,      0.2159E+00,
,      0.1644E+00,      0.2159E+00,
,      0.1644E+00,      0.2156E+00,
,      0.1644E+00,      0.2169E+00,
,      0.1647E+00,      0.2169E+00,
,      0.1647E+00,      0.2159E+00,
,      0.1647E+00,      0.2163E+00,
,      0.1637E+00,      0.2163E+00,
